ka/activerecord/models,statement,Bəyanat
ka/activerecord/models,user,İstifadəçi
ka/activerecord/models,economic_category,Iqtisadi Kateqoriya
ka/activerecord/models,indicator_category,Göstərici Kateqoriya
ka/activerecord/models,indicator,Göstərici
ka/activerecord/models,platform,Partiya Platforması
ka/activerecord/models,policy_brief,Ekspert Qiymətləndirilməsi
ka/activerecord/models,political_party,Siyasi Partiya
ka/activerecord/models,page,veb səhifə
ka/activerecord/models,activity,Yeniliklər
ka/activerecord/models,election,
ka/activerecord/attributes/activity,date,Tarix
ka/activerecord/attributes/activity,video,YouTube video linki
ka/activerecord/attributes/activity_translation,title,Başlıq
ka/activerecord/attributes/activity_translation,body,Mətn
ka/activerecord/attributes/statement,date_made,Yaradılması Tarixi
ka/activerecord/attributes/statement,political_party,Siyasi Partiya
ka/activerecord/attributes/statement,economic_category,İqtisadi Kateqoriya
ka/activerecord/attributes/statement,is_public,Dünyada Görüntülənən
ka/activerecord/attributes/statement_translation,source,Bəyanat Mənbəsi
ka/activerecord/attributes/statement_translation,author,Bəyanatin Müəllifi
ka/activerecord/attributes/statement_translation,statement_made,Edilən Bəyanat
ka/activerecord/attributes/statement_translation,analysis,Analiz
ka/activerecord/attributes/user,email,El-Poçt
ka/activerecord/attributes/user,password,Şifrə
ka/activerecord/attributes/user,password_confirmation,Şifrəyi təkrar edin
ka/activerecord/attributes/user,role,Rolu
ka/activerecord/attributes/user,remember_me,Yadda saxla
ka/activerecord/attributes/economic_category_translation,name,Adı
ka/activerecord/attributes/indicator_category_translation,name,Adı
ka/activerecord/attributes/indicator,indicator_category,Göstərici Kateqoriya
ka/activerecord/attributes/indicator,value,Qiyymətləndirmə
ka/activerecord/attributes/indicator_translation,name,Adı
ka/activerecord/attributes/platform,political_party,Siyasi Partiya
ka/activerecord/attributes/platform,economic_category,İqtisadi Kateqoriya
ka/activerecord/attributes/platform,is_public,Dünyada Görüntülənən
ka/activerecord/attributes/platform_translation,description,Təsviri
ka/activerecord/attributes/policy_brief,political_party,Siyasi Partiya
ka/activerecord/attributes/policy_brief,economic_category,İqtisadi Kategoriya
ka/activerecord/attributes/policy_brief,is_public,Dünyada Görüntülənən
ka/activerecord/attributes/policy_brief_translation,analysis,Analiz
ka/activerecord/attributes/political_party,color,Rəngi
ka/activerecord/attributes/political_party,logo,Logo
ka/activerecord/attributes/political_party_translation,name,Adı
ka/activerecord/attributes/page,name,Adı
ka/activerecord/attributes/page_translation,title,Başlıq
ka/activerecord/attributes/page_translation,description,Təsviri
ka/activerecord/attributes/election,date,
ka/activerecord/attributes/election_translation,name,
ka/app/language,en,English
ka/app/language,ka,ქართული
ka/app/language,am,Հայերեն
ka/app/language,ru,Русский
ka/app/language,az,Azərbaycan
